*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 21 2024 21:50:18
*************************************************
parsing config file: /home/shichen/os/compile-time-prefetcher-classification/ChampSim/config/spp_dev2.ini

trace_0 /home/shichen/os/compile-time-prefetcher-classification/ChampSim/traces/607.cactuBSSN_s-4004B.champsimtrace.xz
Heartbeat CPU  0 instructions:  314000002 cycles:  252468630 heartbeat IPC: 1.10438 cumulative IPC: 1.09473 (Simulation time: 0 hr 15 min 29 sec) 
Heartbeat CPU  0 instructions:  315000003 cycles:  253375532 heartbeat IPC: 1.10266 cumulative IPC: 1.09476 (Simulation time: 0 hr 15 min 32 sec) 
Heartbeat CPU  0 instructions:  316000000 cycles:  254284609 heartbeat IPC: 1.10001 cumulative IPC: 1.09479 (Simulation time: 0 hr 15 min 35 sec) 
Heartbeat CPU  0 instructions:  317000000 cycles:  255189648 heartbeat IPC: 1.10492 cumulative IPC: 1.09483 (Simulation time: 0 hr 15 min 38 sec) 
Heartbeat CPU  0 instructions:  318000001 cycles:  256109290 heartbeat IPC: 1.08738 cumulative IPC: 1.09480 (Simulation time: 0 hr 15 min 41 sec) 
Heartbeat CPU  0 instructions:  319000001 cycles:  257020722 heartbeat IPC: 1.09717 cumulative IPC: 1.09481 (Simulation time: 0 hr 15 min 44 sec) 
Heartbeat CPU  0 instructions:  320000000 cycles:  257929509 heartbeat IPC: 1.10037 cumulative IPC: 1.09484 (Simulation time: 0 hr 15 min 47 sec) 
Heartbeat CPU  0 instructions:  321000003 cycles:  258842829 heartbeat IPC: 1.09491 cumulative IPC: 1.09484 (Simulation time: 0 hr 15 min 50 sec) 
Heartbeat CPU  0 instructions:  322000002 cycles:  259755849 heartbeat IPC: 1.09527 cumulative IPC: 1.09484 (Simulation time: 0 hr 15 min 53 sec) 
Heartbeat CPU  0 instructions:  323000003 cycles:  260659417 heartbeat IPC: 1.10672 cumulative IPC: 1.09489 (Simulation time: 0 hr 15 min 56 sec) 
Heartbeat CPU  0 instructions:  324000000 cycles:  261567105 heartbeat IPC: 1.10170 cumulative IPC: 1.09492 (Simulation time: 0 hr 15 min 58 sec) 
Heartbeat CPU  0 instructions:  325000002 cycles:  262471130 heartbeat IPC: 1.10617 cumulative IPC: 1.09497 (Simulation time: 0 hr 16 min 1 sec) 
Heartbeat CPU  0 instructions:  326000000 cycles:  263386835 heartbeat IPC: 1.09205 cumulative IPC: 1.09496 (Simulation time: 0 hr 16 min 4 sec) 
Heartbeat CPU  0 instructions:  327000000 cycles:  264299086 heartbeat IPC: 1.09619 cumulative IPC: 1.09496 (Simulation time: 0 hr 16 min 7 sec) 
Heartbeat CPU  0 instructions:  328000000 cycles:  265208482 heartbeat IPC: 1.09963 cumulative IPC: 1.09498 (Simulation time: 0 hr 16 min 10 sec) 
Heartbeat CPU  0 instructions:  329000001 cycles:  266125675 heartbeat IPC: 1.09028 cumulative IPC: 1.09496 (Simulation time: 0 hr 16 min 13 sec) 
Heartbeat CPU  0 instructions:  330000000 cycles:  267036202 heartbeat IPC: 1.09826 cumulative IPC: 1.09498 (Simulation time: 0 hr 16 min 16 sec) 
Heartbeat CPU  0 instructions:  331000001 cycles:  267939128 heartbeat IPC: 1.10751 cumulative IPC: 1.09503 (Simulation time: 0 hr 16 min 19 sec) 
Heartbeat CPU  0 instructions:  332000000 cycles:  268850069 heartbeat IPC: 1.09776 cumulative IPC: 1.09504 (Simulation time: 0 hr 16 min 22 sec) 
Heartbeat CPU  0 instructions:  333000003 cycles:  269760847 heartbeat IPC: 1.09797 cumulative IPC: 1.09505 (Simulation time: 0 hr 16 min 25 sec) 
Heartbeat CPU  0 instructions:  334000002 cycles:  270674504 heartbeat IPC: 1.09450 cumulative IPC: 1.09505 (Simulation time: 0 hr 16 min 28 sec) 
Heartbeat CPU  0 instructions:  335000003 cycles:  271594865 heartbeat IPC: 1.08653 cumulative IPC: 1.09502 (Simulation time: 0 hr 16 min 31 sec) 
Heartbeat CPU  0 instructions:  336000000 cycles:  272508254 heartbeat IPC: 1.09482 cumulative IPC: 1.09501 (Simulation time: 0 hr 16 min 34 sec) 
Heartbeat CPU  0 instructions:  337000003 cycles:  273421787 heartbeat IPC: 1.09465 cumulative IPC: 1.09501 (Simulation time: 0 hr 16 min 37 sec) 
Heartbeat CPU  0 instructions:  338000000 cycles:  274328621 heartbeat IPC: 1.10273 cumulative IPC: 1.09505 (Simulation time: 0 hr 16 min 39 sec) 
Heartbeat CPU  0 instructions:  339000000 cycles:  275236180 heartbeat IPC: 1.10186 cumulative IPC: 1.09507 (Simulation time: 0 hr 16 min 42 sec) 
Heartbeat CPU  0 instructions:  340000000 cycles:  276145504 heartbeat IPC: 1.09972 cumulative IPC: 1.09509 (Simulation time: 0 hr 16 min 45 sec) 
Heartbeat CPU  0 instructions:  341000003 cycles:  277057152 heartbeat IPC: 1.09692 cumulative IPC: 1.09510 (Simulation time: 0 hr 16 min 48 sec) 
Heartbeat CPU  0 instructions:  342000002 cycles:  277965572 heartbeat IPC: 1.10081 cumulative IPC: 1.09512 (Simulation time: 0 hr 16 min 51 sec) 
Heartbeat CPU  0 instructions:  343000000 cycles:  278885314 heartbeat IPC: 1.08726 cumulative IPC: 1.09509 (Simulation time: 0 hr 16 min 54 sec) 
Heartbeat CPU  0 instructions:  344000000 cycles:  279792219 heartbeat IPC: 1.10265 cumulative IPC: 1.09512 (Simulation time: 0 hr 16 min 57 sec) 
Heartbeat CPU  0 instructions:  345000001 cycles:  280704510 heartbeat IPC: 1.09614 cumulative IPC: 1.09513 (Simulation time: 0 hr 17 min 0 sec) 
Heartbeat CPU  0 instructions:  346000000 cycles:  281611855 heartbeat IPC: 1.10212 cumulative IPC: 1.09515 (Simulation time: 0 hr 17 min 3 sec) 
Heartbeat CPU  0 instructions:  347000002 cycles:  282518841 heartbeat IPC: 1.10256 cumulative IPC: 1.09518 (Simulation time: 0 hr 17 min 6 sec) 
Heartbeat CPU  0 instructions:  348000000 cycles:  283426160 heartbeat IPC: 1.10215 cumulative IPC: 1.09521 (Simulation time: 0 hr 17 min 9 sec) 
Heartbeat CPU  0 instructions:  349000003 cycles:  284336422 heartbeat IPC: 1.09859 cumulative IPC: 1.09523 (Simulation time: 0 hr 17 min 12 sec) 
Heartbeat CPU  0 instructions:  350000002 cycles:  285238142 heartbeat IPC: 1.10899 cumulative IPC: 1.09528 (Simulation time: 0 hr 17 min 15 sec) 
Heartbeat CPU  0 instructions:  351000003 cycles:  286155889 heartbeat IPC: 1.08963 cumulative IPC: 1.09526 (Simulation time: 0 hr 17 min 18 sec) 
Heartbeat CPU  0 instructions:  352000000 cycles:  287065106 heartbeat IPC: 1.09984 cumulative IPC: 1.09528 (Simulation time: 0 hr 17 min 21 sec) 
Heartbeat CPU  0 instructions:  353000001 cycles:  287974882 heartbeat IPC: 1.09917 cumulative IPC: 1.09529 (Simulation time: 0 hr 17 min 23 sec) 
Heartbeat CPU  0 instructions:  354000001 cycles:  288886248 heartbeat IPC: 1.09725 cumulative IPC: 1.09530 (Simulation time: 0 hr 17 min 26 sec) 
Heartbeat CPU  0 instructions:  355000001 cycles:  289791575 heartbeat IPC: 1.10457 cumulative IPC: 1.09533 (Simulation time: 0 hr 17 min 29 sec) 
Heartbeat CPU  0 instructions:  356000000 cycles:  290700362 heartbeat IPC: 1.10037 cumulative IPC: 1.09535 (Simulation time: 0 hr 17 min 32 sec) 
Heartbeat CPU  0 instructions:  357000003 cycles:  291609615 heartbeat IPC: 1.09981 cumulative IPC: 1.09537 (Simulation time: 0 hr 17 min 35 sec) 
Heartbeat CPU  0 instructions:  358000000 cycles:  292517061 heartbeat IPC: 1.10199 cumulative IPC: 1.09540 (Simulation time: 0 hr 17 min 38 sec) 
Heartbeat CPU  0 instructions:  359000003 cycles:  293434303 heartbeat IPC: 1.09023 cumulative IPC: 1.09538 (Simulation time: 0 hr 17 min 41 sec) 
Heartbeat CPU  0 instructions:  360000000 cycles:  294346997 heartbeat IPC: 1.09565 cumulative IPC: 1.09538 (Simulation time: 0 hr 17 min 44 sec) 
Heartbeat CPU  0 instructions:  361000001 cycles:  295251821 heartbeat IPC: 1.10519 cumulative IPC: 1.09542 (Simulation time: 0 hr 17 min 47 sec) 
Heartbeat CPU  0 instructions:  362000001 cycles:  296169492 heartbeat IPC: 1.08972 cumulative IPC: 1.09539 (Simulation time: 0 hr 17 min 50 sec) 
Heartbeat CPU  0 instructions:  363000001 cycles:  297077759 heartbeat IPC: 1.10100 cumulative IPC: 1.09541 (Simulation time: 0 hr 17 min 53 sec) 
Heartbeat CPU  0 instructions:  364000000 cycles:  298003125 heartbeat IPC: 1.08065 cumulative IPC: 1.09536 (Simulation time: 0 hr 17 min 56 sec) 
Heartbeat CPU  0 instructions:  365000003 cycles:  298923221 heartbeat IPC: 1.08685 cumulative IPC: 1.09533 (Simulation time: 0 hr 17 min 59 sec) 
Heartbeat CPU  0 instructions:  366000003 cycles:  299828621 heartbeat IPC: 1.10448 cumulative IPC: 1.09536 (Simulation time: 0 hr 18 min 2 sec) 
Heartbeat CPU  0 instructions:  367000001 cycles:  300737796 heartbeat IPC: 1.09990 cumulative IPC: 1.09538 (Simulation time: 0 hr 18 min 5 sec) 
Heartbeat CPU  0 instructions:  368000000 cycles:  301651406 heartbeat IPC: 1.09456 cumulative IPC: 1.09537 (Simulation time: 0 hr 18 min 7 sec) 
Heartbeat CPU  0 instructions:  369000002 cycles:  302558425 heartbeat IPC: 1.10251 cumulative IPC: 1.09540 (Simulation time: 0 hr 18 min 10 sec) 
Heartbeat CPU  0 instructions:  370000001 cycles:  303471289 heartbeat IPC: 1.09545 cumulative IPC: 1.09540 (Simulation time: 0 hr 18 min 13 sec) 
Heartbeat CPU  0 instructions:  371000001 cycles:  304384254 heartbeat IPC: 1.09533 cumulative IPC: 1.09540 (Simulation time: 0 hr 18 min 16 sec) 
Heartbeat CPU  0 instructions:  372000000 cycles:  305293323 heartbeat IPC: 1.10003 cumulative IPC: 1.09542 (Simulation time: 0 hr 18 min 19 sec) 
Heartbeat CPU  0 instructions:  373000000 cycles:  306206371 heartbeat IPC: 1.09523 cumulative IPC: 1.09542 (Simulation time: 0 hr 18 min 22 sec) 
Heartbeat CPU  0 instructions:  374000003 cycles:  307117600 heartbeat IPC: 1.09742 cumulative IPC: 1.09542 (Simulation time: 0 hr 18 min 25 sec) 
Heartbeat CPU  0 instructions:  375000003 cycles:  308037530 heartbeat IPC: 1.08704 cumulative IPC: 1.09539 (Simulation time: 0 hr 18 min 28 sec) 
Heartbeat CPU  0 instructions:  376000000 cycles:  308953241 heartbeat IPC: 1.09204 cumulative IPC: 1.09538 (Simulation time: 0 hr 18 min 31 sec) 
Heartbeat CPU  0 instructions:  377000000 cycles:  309857247 heartbeat IPC: 1.10619 cumulative IPC: 1.09542 (Simulation time: 0 hr 18 min 34 sec) 
Heartbeat CPU  0 instructions:  378000002 cycles:  310765314 heartbeat IPC: 1.10124 cumulative IPC: 1.09544 (Simulation time: 0 hr 18 min 37 sec) 
Heartbeat CPU  0 instructions:  379000001 cycles:  311675404 heartbeat IPC: 1.09879 cumulative IPC: 1.09545 (Simulation time: 0 hr 18 min 40 sec) 
Heartbeat CPU  0 instructions:  380000000 cycles:  312577182 heartbeat IPC: 1.10892 cumulative IPC: 1.09550 (Simulation time: 0 hr 18 min 44 sec) 
Heartbeat CPU  0 instructions:  381000002 cycles:  313494886 heartbeat IPC: 1.08968 cumulative IPC: 1.09548 (Simulation time: 0 hr 18 min 47 sec) 
Heartbeat CPU  0 instructions:  382000001 cycles:  314458903 heartbeat IPC: 1.03733 cumulative IPC: 1.09526 (Simulation time: 0 hr 18 min 50 sec) 
Heartbeat CPU  0 instructions:  383000002 cycles:  315496827 heartbeat IPC: 0.96346 cumulative IPC: 1.09473 (Simulation time: 0 hr 18 min 53 sec) 
Heartbeat CPU  0 instructions:  384000000 cycles:  316415571 heartbeat IPC: 1.08844 cumulative IPC: 1.09471 (Simulation time: 0 hr 18 min 56 sec) 
Heartbeat CPU  0 instructions:  385000000 cycles:  317323601 heartbeat IPC: 1.10129 cumulative IPC: 1.09473 (Simulation time: 0 hr 18 min 59 sec) 
Heartbeat CPU  0 instructions:  386000002 cycles:  318242525 heartbeat IPC: 1.08823 cumulative IPC: 1.09471 (Simulation time: 0 hr 19 min 2 sec) 
Heartbeat CPU  0 instructions:  387000000 cycles:  319157885 heartbeat IPC: 1.09246 cumulative IPC: 1.09470 (Simulation time: 0 hr 19 min 6 sec) 
Heartbeat CPU  0 instructions:  388000000 cycles:  320060429 heartbeat IPC: 1.10798 cumulative IPC: 1.09475 (Simulation time: 0 hr 19 min 9 sec) 
Heartbeat CPU  0 instructions:  389000002 cycles:  320966319 heartbeat IPC: 1.10389 cumulative IPC: 1.09478 (Simulation time: 0 hr 19 min 12 sec) 
Heartbeat CPU  0 instructions:  390000001 cycles:  321877523 heartbeat IPC: 1.09745 cumulative IPC: 1.09479 (Simulation time: 0 hr 19 min 15 sec) 
Heartbeat CPU  0 instructions:  391000002 cycles:  322781252 heartbeat IPC: 1.10653 cumulative IPC: 1.09483 (Simulation time: 0 hr 19 min 18 sec) 
Heartbeat CPU  0 instructions:  392000000 cycles:  323690144 heartbeat IPC: 1.10024 cumulative IPC: 1.09485 (Simulation time: 0 hr 19 min 21 sec) 
Heartbeat CPU  0 instructions:  393000003 cycles:  324593635 heartbeat IPC: 1.10682 cumulative IPC: 1.09489 (Simulation time: 0 hr 19 min 24 sec) 
Heartbeat CPU  0 instructions:  394000003 cycles:  325506115 heartbeat IPC: 1.09591 cumulative IPC: 1.09489 (Simulation time: 0 hr 19 min 27 sec) 
Heartbeat CPU  0 instructions:  395000000 cycles:  326411999 heartbeat IPC: 1.10389 cumulative IPC: 1.09492 (Simulation time: 0 hr 19 min 31 sec) 
Heartbeat CPU  0 instructions:  396000000 cycles:  327314742 heartbeat IPC: 1.10774 cumulative IPC: 1.09496 (Simulation time: 0 hr 19 min 34 sec) 
Heartbeat CPU  0 instructions:  397000003 cycles:  328227869 heartbeat IPC: 1.09514 cumulative IPC: 1.09496 (Simulation time: 0 hr 19 min 37 sec) 
Heartbeat CPU  0 instructions:  398000001 cycles:  329139576 heartbeat IPC: 1.09684 cumulative IPC: 1.09497 (Simulation time: 0 hr 19 min 40 sec) 
Heartbeat CPU  0 instructions:  399000002 cycles:  330038315 heartbeat IPC: 1.11267 cumulative IPC: 1.09503 (Simulation time: 0 hr 19 min 43 sec) 
Heartbeat CPU  0 instructions:  400000000 cycles:  330953504 heartbeat IPC: 1.09267 cumulative IPC: 1.09502 (Simulation time: 0 hr 19 min 46 sec) 
Heartbeat CPU  0 instructions:  401000002 cycles:  331859515 heartbeat IPC: 1.10374 cumulative IPC: 1.09505 (Simulation time: 0 hr 19 min 49 sec) 
Heartbeat CPU  0 instructions:  402000003 cycles:  332772172 heartbeat IPC: 1.09570 cumulative IPC: 1.09505 (Simulation time: 0 hr 19 min 52 sec) 
Heartbeat CPU  0 instructions:  403000000 cycles:  333682695 heartbeat IPC: 1.09827 cumulative IPC: 1.09506 (Simulation time: 0 hr 19 min 56 sec) 
Heartbeat CPU  0 instructions:  404000000 cycles:  334594841 heartbeat IPC: 1.09632 cumulative IPC: 1.09507 (Simulation time: 0 hr 19 min 59 sec) 
Heartbeat CPU  0 instructions:  405000001 cycles:  335513410 heartbeat IPC: 1.08865 cumulative IPC: 1.09504 (Simulation time: 0 hr 20 min 2 sec) 
Heartbeat CPU  0 instructions:  406000001 cycles:  336427800 heartbeat IPC: 1.09363 cumulative IPC: 1.09504 (Simulation time: 0 hr 20 min 5 sec) 
Heartbeat CPU  0 instructions:  407000001 cycles:  337335202 heartbeat IPC: 1.10205 cumulative IPC: 1.09506 (Simulation time: 0 hr 20 min 8 sec) 
Heartbeat CPU  0 instructions:  408000000 cycles:  338252599 heartbeat IPC: 1.09004 cumulative IPC: 1.09505 (Simulation time: 0 hr 20 min 11 sec) 
Heartbeat CPU  0 instructions:  409000000 cycles:  339166723 heartbeat IPC: 1.09394 cumulative IPC: 1.09504 (Simulation time: 0 hr 20 min 14 sec) 
Heartbeat CPU  0 instructions:  410000002 cycles:  340069782 heartbeat IPC: 1.10735 cumulative IPC: 1.09508 (Simulation time: 0 hr 20 min 17 sec) 
Heartbeat CPU  0 instructions:  411000000 cycles:  340980223 heartbeat IPC: 1.09837 cumulative IPC: 1.09509 (Simulation time: 0 hr 20 min 20 sec) 
Heartbeat CPU  0 instructions:  412000000 cycles:  341882766 heartbeat IPC: 1.10798 cumulative IPC: 1.09513 (Simulation time: 0 hr 20 min 24 sec) 
Heartbeat CPU  0 instructions:  413000003 cycles:  342803357 heartbeat IPC: 1.08626 cumulative IPC: 1.09511 (Simulation time: 0 hr 20 min 27 sec) 
Heartbeat CPU  0 instructions:  414000003 cycles:  343715067 heartbeat IPC: 1.09684 cumulative IPC: 1.09511 (Simulation time: 0 hr 20 min 30 sec) 
Heartbeat CPU  0 instructions:  415000002 cycles:  344618092 heartbeat IPC: 1.10739 cumulative IPC: 1.09515 (Simulation time: 0 hr 20 min 33 sec) 
Heartbeat CPU  0 instructions:  416000000 cycles:  345532518 heartbeat IPC: 1.09358 cumulative IPC: 1.09514 (Simulation time: 0 hr 20 min 36 sec) 
Heartbeat CPU  0 instructions:  417000001 cycles:  346448116 heartbeat IPC: 1.09218 cumulative IPC: 1.09513 (Simulation time: 0 hr 20 min 39 sec) 
Heartbeat CPU  0 instructions:  418000001 cycles:  347348462 heartbeat IPC: 1.11068 cumulative IPC: 1.09518 (Simulation time: 0 hr 20 min 42 sec) 
Heartbeat CPU  0 instructions:  419000000 cycles:  348255538 heartbeat IPC: 1.10244 cumulative IPC: 1.09521 (Simulation time: 0 hr 20 min 45 sec) 
Heartbeat CPU  0 instructions:  420000000 cycles:  349160098 heartbeat IPC: 1.10551 cumulative IPC: 1.09524 (Simulation time: 0 hr 20 min 49 sec) 
Heartbeat CPU  0 instructions:  421000000 cycles:  350075562 heartbeat IPC: 1.09234 cumulative IPC: 1.09523 (Simulation time: 0 hr 20 min 52 sec) 
Heartbeat CPU  0 instructions:  422000003 cycles:  351000330 heartbeat IPC: 1.08136 cumulative IPC: 1.09518 (Simulation time: 0 hr 20 min 55 sec) 
Heartbeat CPU  0 instructions:  423000002 cycles:  351923578 heartbeat IPC: 1.08313 cumulative IPC: 1.09515 (Simulation time: 0 hr 20 min 58 sec) 
Heartbeat CPU  0 instructions:  424000000 cycles:  352839410 heartbeat IPC: 1.09190 cumulative IPC: 1.09514 (Simulation time: 0 hr 21 min 1 sec) 
Heartbeat CPU  0 instructions:  425000002 cycles:  353749983 heartbeat IPC: 1.09821 cumulative IPC: 1.09515 (Simulation time: 0 hr 21 min 4 sec) 
Heartbeat CPU  0 instructions:  426000002 cycles:  354652670 heartbeat IPC: 1.10780 cumulative IPC: 1.09518 (Simulation time: 0 hr 21 min 7 sec) 
Heartbeat CPU  0 instructions:  427000002 cycles:  355557158 heartbeat IPC: 1.10560 cumulative IPC: 1.09522 (Simulation time: 0 hr 21 min 10 sec) 
Heartbeat CPU  0 instructions:  428000000 cycles:  356468240 heartbeat IPC: 1.09759 cumulative IPC: 1.09522 (Simulation time: 0 hr 21 min 14 sec) 
Heartbeat CPU  0 instructions:  429000000 cycles:  357374616 heartbeat IPC: 1.10329 cumulative IPC: 1.09525 (Simulation time: 0 hr 21 min 17 sec) 
Heartbeat CPU  0 instructions:  430000001 cycles:  358297035 heartbeat IPC: 1.08411 cumulative IPC: 1.09521 (Simulation time: 0 hr 21 min 20 sec) 
Heartbeat CPU  0 instructions:  431000003 cycles:  359202825 heartbeat IPC: 1.10401 cumulative IPC: 1.09524 (Simulation time: 0 hr 21 min 23 sec) 
Heartbeat CPU  0 instructions:  432000000 cycles:  360120415 heartbeat IPC: 1.08981 cumulative IPC: 1.09522 (Simulation time: 0 hr 21 min 26 sec) 
Heartbeat CPU  0 instructions:  433000002 cycles:  361033956 heartbeat IPC: 1.09464 cumulative IPC: 1.09522 (Simulation time: 0 hr 21 min 30 sec) 
Heartbeat CPU  0 instructions:  434000003 cycles:  361943571 heartbeat IPC: 1.09937 cumulative IPC: 1.09523 (Simulation time: 0 hr 21 min 33 sec) 
Heartbeat CPU  0 instructions:  435000000 cycles:  362852876 heartbeat IPC: 1.09974 cumulative IPC: 1.09525 (Simulation time: 0 hr 21 min 36 sec) 
Heartbeat CPU  0 instructions:  436000000 cycles:  363764440 heartbeat IPC: 1.09702 cumulative IPC: 1.09525 (Simulation time: 0 hr 21 min 39 sec) 
Heartbeat CPU  0 instructions:  437000001 cycles:  364671477 heartbeat IPC: 1.10249 cumulative IPC: 1.09527 (Simulation time: 0 hr 21 min 43 sec) 
Heartbeat CPU  0 instructions:  438000000 cycles:  365586311 heartbeat IPC: 1.09309 cumulative IPC: 1.09527 (Simulation time: 0 hr 21 min 46 sec) 
Heartbeat CPU  0 instructions:  439000000 cycles:  366493819 heartbeat IPC: 1.10192 cumulative IPC: 1.09529 (Simulation time: 0 hr 21 min 49 sec) 
Heartbeat CPU  0 instructions:  440000000 cycles:  367402199 heartbeat IPC: 1.10086 cumulative IPC: 1.09530 (Simulation time: 0 hr 21 min 53 sec) 
Heartbeat CPU  0 instructions:  441000003 cycles:  368322020 heartbeat IPC: 1.08717 cumulative IPC: 1.09528 (Simulation time: 0 hr 21 min 56 sec) 
Heartbeat CPU  0 instructions:  442000003 cycles:  369225809 heartbeat IPC: 1.10645 cumulative IPC: 1.09531 (Simulation time: 0 hr 21 min 59 sec) 
Heartbeat CPU  0 instructions:  443000002 cycles:  370133752 heartbeat IPC: 1.10139 cumulative IPC: 1.09533 (Simulation time: 0 hr 22 min 2 sec) 
Heartbeat CPU  0 instructions:  444000000 cycles:  371043174 heartbeat IPC: 1.09960 cumulative IPC: 1.09534 (Simulation time: 0 hr 22 min 5 sec) 
Heartbeat CPU  0 instructions:  445000002 cycles:  371951164 heartbeat IPC: 1.10134 cumulative IPC: 1.09536 (Simulation time: 0 hr 22 min 9 sec) 
Heartbeat CPU  0 instructions:  446000002 cycles:  372876599 heartbeat IPC: 1.08057 cumulative IPC: 1.09532 (Simulation time: 0 hr 22 min 12 sec) 
Heartbeat CPU  0 instructions:  447000000 cycles:  373795223 heartbeat IPC: 1.08858 cumulative IPC: 1.09530 (Simulation time: 0 hr 22 min 15 sec) 
Heartbeat CPU  0 instructions:  448000000 cycles:  374706266 heartbeat IPC: 1.09764 cumulative IPC: 1.09530 (Simulation time: 0 hr 22 min 18 sec) 
Heartbeat CPU  0 instructions:  449000000 cycles:  375611135 heartbeat IPC: 1.10513 cumulative IPC: 1.09533 (Simulation time: 0 hr 22 min 21 sec) 
Heartbeat CPU  0 instructions:  450000003 cycles:  376510471 heartbeat IPC: 1.11193 cumulative IPC: 1.09538 (Simulation time: 0 hr 22 min 25 sec) 
Heartbeat CPU  0 instructions:  451000002 cycles:  377421301 heartbeat IPC: 1.09790 cumulative IPC: 1.09539 (Simulation time: 0 hr 22 min 28 sec) 
Heartbeat CPU  0 instructions:  452000000 cycles:  378329256 heartbeat IPC: 1.10137 cumulative IPC: 1.09540 (Simulation time: 0 hr 22 min 31 sec) 
Heartbeat CPU  0 instructions:  453000000 cycles:  379239109 heartbeat IPC: 1.09908 cumulative IPC: 1.09541 (Simulation time: 0 hr 22 min 34 sec) 
Heartbeat CPU  0 instructions:  454000001 cycles:  380152988 heartbeat IPC: 1.09424 cumulative IPC: 1.09541 (Simulation time: 0 hr 22 min 37 sec) 
Heartbeat CPU  0 instructions:  455000002 cycles:  381070459 heartbeat IPC: 1.08995 cumulative IPC: 1.09539 (Simulation time: 0 hr 22 min 41 sec) 
Heartbeat CPU  0 instructions:  456000000 cycles:  381975751 heartbeat IPC: 1.10461 cumulative IPC: 1.09542 (Simulation time: 0 hr 22 min 44 sec) 
Heartbeat CPU  0 instructions:  457000003 cycles:  382883866 heartbeat IPC: 1.10119 cumulative IPC: 1.09544 (Simulation time: 0 hr 22 min 47 sec) 
Heartbeat CPU  0 instructions:  458000000 cycles:  383790682 heartbeat IPC: 1.10276 cumulative IPC: 1.09546 (Simulation time: 0 hr 22 min 50 sec) 
Heartbeat CPU  0 instructions:  459000002 cycles:  384696462 heartbeat IPC: 1.10402 cumulative IPC: 1.09548 (Simulation time: 0 hr 22 min 54 sec) 
Heartbeat CPU  0 instructions:  460000000 cycles:  385604530 heartbeat IPC: 1.10124 cumulative IPC: 1.09550 (Simulation time: 0 hr 22 min 57 sec) 
Heartbeat CPU  0 instructions:  461000001 cycles:  386513726 heartbeat IPC: 1.09987 cumulative IPC: 1.09551 (Simulation time: 0 hr 23 min 0 sec) 
Heartbeat CPU  0 instructions:  462000000 cycles:  387423788 heartbeat IPC: 1.09883 cumulative IPC: 1.09552 (Simulation time: 0 hr 23 min 3 sec) 
Heartbeat CPU  0 instructions:  463000000 cycles:  388334661 heartbeat IPC: 1.09785 cumulative IPC: 1.09552 (Simulation time: 0 hr 23 min 7 sec) 
Heartbeat CPU  0 instructions:  464000000 cycles:  389246413 heartbeat IPC: 1.09679 cumulative IPC: 1.09553 (Simulation time: 0 hr 23 min 10 sec) 
Heartbeat CPU  0 instructions:  465000000 cycles:  390156348 heartbeat IPC: 1.09898 cumulative IPC: 1.09554 (Simulation time: 0 hr 23 min 13 sec) 
Heartbeat CPU  0 instructions:  466000000 cycles:  391065671 heartbeat IPC: 1.09972 cumulative IPC: 1.09555 (Simulation time: 0 hr 23 min 16 sec) 
Heartbeat CPU  0 instructions:  467000001 cycles:  391968016 heartbeat IPC: 1.10822 cumulative IPC: 1.09558 (Simulation time: 0 hr 23 min 19 sec) 
Heartbeat CPU  0 instructions:  468000000 cycles:  392884252 heartbeat IPC: 1.09142 cumulative IPC: 1.09557 (Simulation time: 0 hr 23 min 23 sec) 
Heartbeat CPU  0 instructions:  469000003 cycles:  393791660 heartbeat IPC: 1.10204 cumulative IPC: 1.09559 (Simulation time: 0 hr 23 min 26 sec) 
Heartbeat CPU  0 instructions:  470000002 cycles:  394706290 heartbeat IPC: 1.09334 cumulative IPC: 1.09558 (Simulation time: 0 hr 23 min 29 sec) 
Heartbeat CPU  0 instructions:  471000002 cycles:  395625311 heartbeat IPC: 1.08811 cumulative IPC: 1.09556 (Simulation time: 0 hr 23 min 32 sec) 
Heartbeat CPU  0 instructions:  472000000 cycles:  396542646 heartbeat IPC: 1.09011 cumulative IPC: 1.09555 (Simulation time: 0 hr 23 min 35 sec) 
Heartbeat CPU  0 instructions:  473000001 cycles:  397460142 heartbeat IPC: 1.08992 cumulative IPC: 1.09553 (Simulation time: 0 hr 23 min 39 sec) 
Heartbeat CPU  0 instructions:  474000000 cycles:  398374568 heartbeat IPC: 1.09358 cumulative IPC: 1.09553 (Simulation time: 0 hr 23 min 42 sec) 
Heartbeat CPU  0 instructions:  475000000 cycles:  399281917 heartbeat IPC: 1.10211 cumulative IPC: 1.09554 (Simulation time: 0 hr 23 min 45 sec) 
Heartbeat CPU  0 instructions:  476000000 cycles:  400205351 heartbeat IPC: 1.08291 cumulative IPC: 1.09551 (Simulation time: 0 hr 23 min 48 sec) 
Heartbeat CPU  0 instructions:  477000000 cycles:  401118879 heartbeat IPC: 1.09466 cumulative IPC: 1.09551 (Simulation time: 0 hr 23 min 51 sec) 
Heartbeat CPU  0 instructions:  478000002 cycles:  402030333 heartbeat IPC: 1.09715 cumulative IPC: 1.09551 (Simulation time: 0 hr 23 min 55 sec) 
Heartbeat CPU  0 instructions:  479000002 cycles:  402947112 heartbeat IPC: 1.09078 cumulative IPC: 1.09550 (Simulation time: 0 hr 23 min 58 sec) 
