*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 21 2024 21:50:18
*************************************************
parsing config file: /home/shichen/os/compile-time-prefetcher-classification/ChampSim/config/mlop.ini

trace_0 /home/shichen/os/compile-time-prefetcher-classification/ChampSim/traces/433.milc-337B.champsimtrace.xz
Heartbeat CPU  0 instructions:  314000000 cycles:  344274943 heartbeat IPC: 0.81425 cumulative IPC: 0.69496 (Simulation time: 0 hr 12 min 24 sec) 
Heartbeat CPU  0 instructions:  315000003 cycles:  345495383 heartbeat IPC: 0.81938 cumulative IPC: 0.69545 (Simulation time: 0 hr 12 min 26 sec) 
Heartbeat CPU  0 instructions:  316000000 cycles:  346721405 heartbeat IPC: 0.81564 cumulative IPC: 0.69592 (Simulation time: 0 hr 12 min 28 sec) 
Heartbeat CPU  0 instructions:  317000002 cycles:  347946899 heartbeat IPC: 0.81600 cumulative IPC: 0.69640 (Simulation time: 0 hr 12 min 31 sec) 
Heartbeat CPU  0 instructions:  318000002 cycles:  349175816 heartbeat IPC: 0.81372 cumulative IPC: 0.69686 (Simulation time: 0 hr 12 min 33 sec) 
Heartbeat CPU  0 instructions:  319000002 cycles:  350401698 heartbeat IPC: 0.81574 cumulative IPC: 0.69732 (Simulation time: 0 hr 12 min 35 sec) 
Heartbeat CPU  0 instructions:  320000000 cycles:  351625597 heartbeat IPC: 0.81706 cumulative IPC: 0.69779 (Simulation time: 0 hr 12 min 38 sec) 
Heartbeat CPU  0 instructions:  321000000 cycles:  353197012 heartbeat IPC: 0.63637 cumulative IPC: 0.69748 (Simulation time: 0 hr 12 min 41 sec) 
Heartbeat CPU  0 instructions:  322000000 cycles:  354872270 heartbeat IPC: 0.59692 cumulative IPC: 0.69695 (Simulation time: 0 hr 12 min 44 sec) 
Heartbeat CPU  0 instructions:  323000000 cycles:  356844837 heartbeat IPC: 0.50695 cumulative IPC: 0.69578 (Simulation time: 0 hr 12 min 47 sec) 
Heartbeat CPU  0 instructions:  324000000 cycles:  358218558 heartbeat IPC: 0.72795 cumulative IPC: 0.69592 (Simulation time: 0 hr 12 min 50 sec) 
Heartbeat CPU  0 instructions:  325000003 cycles:  359551445 heartbeat IPC: 0.75025 cumulative IPC: 0.69614 (Simulation time: 0 hr 12 min 53 sec) 
Heartbeat CPU  0 instructions:  326000002 cycles:  360891457 heartbeat IPC: 0.74626 cumulative IPC: 0.69635 (Simulation time: 0 hr 12 min 55 sec) 
Heartbeat CPU  0 instructions:  327000003 cycles:  362230418 heartbeat IPC: 0.74685 cumulative IPC: 0.69656 (Simulation time: 0 hr 12 min 58 sec) 
Heartbeat CPU  0 instructions:  328000000 cycles:  363537172 heartbeat IPC: 0.76525 cumulative IPC: 0.69683 (Simulation time: 0 hr 13 min 0 sec) 
Heartbeat CPU  0 instructions:  329000002 cycles:  364828747 heartbeat IPC: 0.77425 cumulative IPC: 0.69714 (Simulation time: 0 hr 13 min 3 sec) 
Heartbeat CPU  0 instructions:  330000000 cycles:  366115529 heartbeat IPC: 0.77713 cumulative IPC: 0.69745 (Simulation time: 0 hr 13 min 5 sec) 
Heartbeat CPU  0 instructions:  331000002 cycles:  367390568 heartbeat IPC: 0.78429 cumulative IPC: 0.69778 (Simulation time: 0 hr 13 min 8 sec) 
Heartbeat CPU  0 instructions:  332000000 cycles:  368674166 heartbeat IPC: 0.77906 cumulative IPC: 0.69810 (Simulation time: 0 hr 13 min 10 sec) 
Heartbeat CPU  0 instructions:  333000001 cycles:  369950784 heartbeat IPC: 0.78332 cumulative IPC: 0.69842 (Simulation time: 0 hr 13 min 13 sec) 
Heartbeat CPU  0 instructions:  334000003 cycles:  371221336 heartbeat IPC: 0.78706 cumulative IPC: 0.69876 (Simulation time: 0 hr 13 min 16 sec) 
Heartbeat CPU  0 instructions:  335000002 cycles:  372492228 heartbeat IPC: 0.78685 cumulative IPC: 0.69909 (Simulation time: 0 hr 13 min 18 sec) 
Heartbeat CPU  0 instructions:  336000000 cycles:  373776281 heartbeat IPC: 0.77878 cumulative IPC: 0.69940 (Simulation time: 0 hr 13 min 21 sec) 
Heartbeat CPU  0 instructions:  337000003 cycles:  375040132 heartbeat IPC: 0.79123 cumulative IPC: 0.69974 (Simulation time: 0 hr 13 min 23 sec) 
Heartbeat CPU  0 instructions:  338000000 cycles:  376314954 heartbeat IPC: 0.78442 cumulative IPC: 0.70006 (Simulation time: 0 hr 13 min 26 sec) 
Heartbeat CPU  0 instructions:  339000002 cycles:  377591397 heartbeat IPC: 0.78343 cumulative IPC: 0.70037 (Simulation time: 0 hr 13 min 28 sec) 
Heartbeat CPU  0 instructions:  340000000 cycles:  378857936 heartbeat IPC: 0.78955 cumulative IPC: 0.70070 (Simulation time: 0 hr 13 min 31 sec) 
Heartbeat CPU  0 instructions:  341000003 cycles:  380134609 heartbeat IPC: 0.78329 cumulative IPC: 0.70101 (Simulation time: 0 hr 13 min 33 sec) 
Heartbeat CPU  0 instructions:  342000001 cycles:  381401926 heartbeat IPC: 0.78907 cumulative IPC: 0.70133 (Simulation time: 0 hr 13 min 36 sec) 
Heartbeat CPU  0 instructions:  343000003 cycles:  382677190 heartbeat IPC: 0.78415 cumulative IPC: 0.70163 (Simulation time: 0 hr 13 min 38 sec) 
Heartbeat CPU  0 instructions:  344000000 cycles:  383961039 heartbeat IPC: 0.77891 cumulative IPC: 0.70192 (Simulation time: 0 hr 13 min 41 sec) 
Heartbeat CPU  0 instructions:  345000002 cycles:  385236010 heartbeat IPC: 0.78433 cumulative IPC: 0.70222 (Simulation time: 0 hr 13 min 43 sec) 
Heartbeat CPU  0 instructions:  346000001 cycles:  386516612 heartbeat IPC: 0.78088 cumulative IPC: 0.70251 (Simulation time: 0 hr 13 min 46 sec) 
Heartbeat CPU  0 instructions:  347000000 cycles:  387800316 heartbeat IPC: 0.77899 cumulative IPC: 0.70279 (Simulation time: 0 hr 13 min 48 sec) 
Heartbeat CPU  0 instructions:  348000000 cycles:  389070319 heartbeat IPC: 0.78740 cumulative IPC: 0.70309 (Simulation time: 0 hr 13 min 51 sec) 
Heartbeat CPU  0 instructions:  349000003 cycles:  390348140 heartbeat IPC: 0.78258 cumulative IPC: 0.70338 (Simulation time: 0 hr 13 min 53 sec) 
Heartbeat CPU  0 instructions:  350000001 cycles:  391615004 heartbeat IPC: 0.78935 cumulative IPC: 0.70369 (Simulation time: 0 hr 13 min 56 sec) 
Heartbeat CPU  0 instructions:  351000000 cycles:  392894872 heartbeat IPC: 0.78133 cumulative IPC: 0.70396 (Simulation time: 0 hr 13 min 59 sec) 
Heartbeat CPU  0 instructions:  352000000 cycles:  394184337 heartbeat IPC: 0.77552 cumulative IPC: 0.70422 (Simulation time: 0 hr 14 min 1 sec) 
Heartbeat CPU  0 instructions:  353000002 cycles:  395462863 heartbeat IPC: 0.78215 cumulative IPC: 0.70450 (Simulation time: 0 hr 14 min 4 sec) 
Heartbeat CPU  0 instructions:  354000002 cycles:  396737930 heartbeat IPC: 0.78427 cumulative IPC: 0.70478 (Simulation time: 0 hr 14 min 6 sec) 
Heartbeat CPU  0 instructions:  355000002 cycles:  398010736 heartbeat IPC: 0.78567 cumulative IPC: 0.70507 (Simulation time: 0 hr 14 min 9 sec) 
Heartbeat CPU  0 instructions:  356000000 cycles:  399281433 heartbeat IPC: 0.78697 cumulative IPC: 0.70535 (Simulation time: 0 hr 14 min 11 sec) 
Heartbeat CPU  0 instructions:  357000003 cycles:  400546075 heartbeat IPC: 0.79074 cumulative IPC: 0.70565 (Simulation time: 0 hr 14 min 14 sec) 
Heartbeat CPU  0 instructions:  358000000 cycles:  401825442 heartbeat IPC: 0.78163 cumulative IPC: 0.70592 (Simulation time: 0 hr 14 min 16 sec) 
Heartbeat CPU  0 instructions:  359000000 cycles:  403095312 heartbeat IPC: 0.78748 cumulative IPC: 0.70620 (Simulation time: 0 hr 14 min 19 sec) 
Heartbeat CPU  0 instructions:  360000000 cycles:  404369879 heartbeat IPC: 0.78458 cumulative IPC: 0.70647 (Simulation time: 0 hr 14 min 21 sec) 
Heartbeat CPU  0 instructions:  361000000 cycles:  405653102 heartbeat IPC: 0.77929 cumulative IPC: 0.70672 (Simulation time: 0 hr 14 min 24 sec) 
Heartbeat CPU  0 instructions:  362000000 cycles:  406932773 heartbeat IPC: 0.78145 cumulative IPC: 0.70698 (Simulation time: 0 hr 14 min 26 sec) 
Heartbeat CPU  0 instructions:  363000003 cycles:  408215076 heartbeat IPC: 0.77985 cumulative IPC: 0.70723 (Simulation time: 0 hr 14 min 29 sec) 
Heartbeat CPU  0 instructions:  364000000 cycles:  409500058 heartbeat IPC: 0.77822 cumulative IPC: 0.70748 (Simulation time: 0 hr 14 min 31 sec) 
Heartbeat CPU  0 instructions:  365000002 cycles:  410816878 heartbeat IPC: 0.75941 cumulative IPC: 0.70766 (Simulation time: 0 hr 14 min 34 sec) 
Heartbeat CPU  0 instructions:  366000001 cycles:  412094105 heartbeat IPC: 0.78295 cumulative IPC: 0.70792 (Simulation time: 0 hr 14 min 37 sec) 
Heartbeat CPU  0 instructions:  367000000 cycles:  413395908 heartbeat IPC: 0.76816 cumulative IPC: 0.70812 (Simulation time: 0 hr 14 min 39 sec) 
Heartbeat CPU  0 instructions:  368000000 cycles:  414688085 heartbeat IPC: 0.77389 cumulative IPC: 0.70835 (Simulation time: 0 hr 14 min 42 sec) 
Heartbeat CPU  0 instructions:  369000000 cycles:  415971353 heartbeat IPC: 0.77926 cumulative IPC: 0.70859 (Simulation time: 0 hr 14 min 44 sec) 
Heartbeat CPU  0 instructions:  370000003 cycles:  417281114 heartbeat IPC: 0.76350 cumulative IPC: 0.70878 (Simulation time: 0 hr 14 min 47 sec) 
Heartbeat CPU  0 instructions:  371000003 cycles:  418547182 heartbeat IPC: 0.78985 cumulative IPC: 0.70904 (Simulation time: 0 hr 14 min 49 sec) 
Heartbeat CPU  0 instructions:  372000000 cycles:  419828375 heartbeat IPC: 0.78052 cumulative IPC: 0.70928 (Simulation time: 0 hr 14 min 52 sec) 
Heartbeat CPU  0 instructions:  373000002 cycles:  421098090 heartbeat IPC: 0.78758 cumulative IPC: 0.70954 (Simulation time: 0 hr 14 min 54 sec) 
Heartbeat CPU  0 instructions:  374000001 cycles:  422394727 heartbeat IPC: 0.77123 cumulative IPC: 0.70975 (Simulation time: 0 hr 14 min 57 sec) 
Heartbeat CPU  0 instructions:  375000002 cycles:  423683333 heartbeat IPC: 0.77603 cumulative IPC: 0.70997 (Simulation time: 0 hr 14 min 59 sec) 
Heartbeat CPU  0 instructions:  376000000 cycles:  424979074 heartbeat IPC: 0.77176 cumulative IPC: 0.71018 (Simulation time: 0 hr 15 min 2 sec) 
Heartbeat CPU  0 instructions:  377000000 cycles:  426276699 heartbeat IPC: 0.77064 cumulative IPC: 0.71038 (Simulation time: 0 hr 15 min 4 sec) 
Heartbeat CPU  0 instructions:  378000003 cycles:  427554697 heartbeat IPC: 0.78248 cumulative IPC: 0.71061 (Simulation time: 0 hr 15 min 7 sec) 
Heartbeat CPU  0 instructions:  379000003 cycles:  428836259 heartbeat IPC: 0.78030 cumulative IPC: 0.71084 (Simulation time: 0 hr 15 min 10 sec) 
Heartbeat CPU  0 instructions:  380000000 cycles:  430117203 heartbeat IPC: 0.78067 cumulative IPC: 0.71107 (Simulation time: 0 hr 15 min 12 sec) 
Heartbeat CPU  0 instructions:  381000002 cycles:  431385203 heartbeat IPC: 0.78865 cumulative IPC: 0.71132 (Simulation time: 0 hr 15 min 15 sec) 
Heartbeat CPU  0 instructions:  382000001 cycles:  432655832 heartbeat IPC: 0.78701 cumulative IPC: 0.71156 (Simulation time: 0 hr 15 min 17 sec) 
Heartbeat CPU  0 instructions:  383000000 cycles:  433928971 heartbeat IPC: 0.78546 cumulative IPC: 0.71180 (Simulation time: 0 hr 15 min 20 sec) 
Heartbeat CPU  0 instructions:  384000000 cycles:  435206589 heartbeat IPC: 0.78271 cumulative IPC: 0.71202 (Simulation time: 0 hr 15 min 22 sec) 
Heartbeat CPU  0 instructions:  385000002 cycles:  436486490 heartbeat IPC: 0.78131 cumulative IPC: 0.71224 (Simulation time: 0 hr 15 min 25 sec) 
Heartbeat CPU  0 instructions:  386000003 cycles:  437753046 heartbeat IPC: 0.78954 cumulative IPC: 0.71249 (Simulation time: 0 hr 15 min 27 sec) 
Heartbeat CPU  0 instructions:  387000001 cycles:  439023843 heartbeat IPC: 0.78691 cumulative IPC: 0.71272 (Simulation time: 0 hr 15 min 30 sec) 
Heartbeat CPU  0 instructions:  388000000 cycles:  440301013 heartbeat IPC: 0.78298 cumulative IPC: 0.71295 (Simulation time: 0 hr 15 min 32 sec) 
Heartbeat CPU  0 instructions:  389000003 cycles:  441581307 heartbeat IPC: 0.78107 cumulative IPC: 0.71316 (Simulation time: 0 hr 15 min 35 sec) 
Heartbeat CPU  0 instructions:  390000002 cycles:  442859226 heartbeat IPC: 0.78252 cumulative IPC: 0.71338 (Simulation time: 0 hr 15 min 37 sec) 
Heartbeat CPU  0 instructions:  391000000 cycles:  444134858 heartbeat IPC: 0.78392 cumulative IPC: 0.71360 (Simulation time: 0 hr 15 min 40 sec) 
Heartbeat CPU  0 instructions:  392000000 cycles:  445413916 heartbeat IPC: 0.78183 cumulative IPC: 0.71381 (Simulation time: 0 hr 15 min 42 sec) 
Heartbeat CPU  0 instructions:  393000000 cycles:  446703696 heartbeat IPC: 0.77533 cumulative IPC: 0.71401 (Simulation time: 0 hr 15 min 45 sec) 
Heartbeat CPU  0 instructions:  394000001 cycles:  447965504 heartbeat IPC: 0.79251 cumulative IPC: 0.71425 (Simulation time: 0 hr 15 min 48 sec) 
Heartbeat CPU  0 instructions:  395000000 cycles:  448990904 heartbeat IPC: 0.97523 cumulative IPC: 0.71489 (Simulation time: 0 hr 15 min 50 sec) 
Heartbeat CPU  0 instructions:  396000000 cycles:  450020836 heartbeat IPC: 0.97094 cumulative IPC: 0.71553 (Simulation time: 0 hr 15 min 52 sec) 
Heartbeat CPU  0 instructions:  397000003 cycles:  451050339 heartbeat IPC: 0.97135 cumulative IPC: 0.71617 (Simulation time: 0 hr 15 min 54 sec) 
Heartbeat CPU  0 instructions:  398000002 cycles:  452091752 heartbeat IPC: 0.96023 cumulative IPC: 0.71678 (Simulation time: 0 hr 15 min 56 sec) 
Heartbeat CPU  0 instructions:  399000000 cycles:  453130324 heartbeat IPC: 0.96286 cumulative IPC: 0.71739 (Simulation time: 0 hr 15 min 59 sec) 
Heartbeat CPU  0 instructions:  400000000 cycles:  454183543 heartbeat IPC: 0.94947 cumulative IPC: 0.71798 (Simulation time: 0 hr 16 min 1 sec) 
Heartbeat CPU  0 instructions:  401000002 cycles:  455245049 heartbeat IPC: 0.94206 cumulative IPC: 0.71854 (Simulation time: 0 hr 16 min 3 sec) 
Heartbeat CPU  0 instructions:  402000000 cycles:  456307487 heartbeat IPC: 0.94123 cumulative IPC: 0.71911 (Simulation time: 0 hr 16 min 5 sec) 
Heartbeat CPU  0 instructions:  403000003 cycles:  457371942 heartbeat IPC: 0.93945 cumulative IPC: 0.71967 (Simulation time: 0 hr 16 min 8 sec) 
Heartbeat CPU  0 instructions:  404000000 cycles:  458436857 heartbeat IPC: 0.93904 cumulative IPC: 0.72022 (Simulation time: 0 hr 16 min 10 sec) 
Heartbeat CPU  0 instructions:  405000002 cycles:  459506916 heartbeat IPC: 0.93453 cumulative IPC: 0.72076 (Simulation time: 0 hr 16 min 12 sec) 
Heartbeat CPU  0 instructions:  406000000 cycles:  460576258 heartbeat IPC: 0.93515 cumulative IPC: 0.72130 (Simulation time: 0 hr 16 min 14 sec) 
Heartbeat CPU  0 instructions:  407000003 cycles:  461638865 heartbeat IPC: 0.94108 cumulative IPC: 0.72185 (Simulation time: 0 hr 16 min 17 sec) 
Heartbeat CPU  0 instructions:  408000000 cycles:  462716013 heartbeat IPC: 0.92837 cumulative IPC: 0.72237 (Simulation time: 0 hr 16 min 19 sec) 
Heartbeat CPU  0 instructions:  409000002 cycles:  463786637 heartbeat IPC: 0.93404 cumulative IPC: 0.72290 (Simulation time: 0 hr 16 min 21 sec) 
Heartbeat CPU  0 instructions:  410000003 cycles:  464854094 heartbeat IPC: 0.93681 cumulative IPC: 0.72343 (Simulation time: 0 hr 16 min 23 sec) 
Heartbeat CPU  0 instructions:  411000001 cycles:  465922236 heartbeat IPC: 0.93620 cumulative IPC: 0.72396 (Simulation time: 0 hr 16 min 26 sec) 
Heartbeat CPU  0 instructions:  412000000 cycles:  466991388 heartbeat IPC: 0.93532 cumulative IPC: 0.72449 (Simulation time: 0 hr 16 min 28 sec) 
Heartbeat CPU  0 instructions:  413000000 cycles:  468069539 heartbeat IPC: 0.92751 cumulative IPC: 0.72500 (Simulation time: 0 hr 16 min 30 sec) 
Heartbeat CPU  0 instructions:  414000003 cycles:  469149328 heartbeat IPC: 0.92611 cumulative IPC: 0.72550 (Simulation time: 0 hr 16 min 32 sec) 
Heartbeat CPU  0 instructions:  415000002 cycles:  470221701 heartbeat IPC: 0.93251 cumulative IPC: 0.72601 (Simulation time: 0 hr 16 min 35 sec) 
Heartbeat CPU  0 instructions:  416000000 cycles:  471324783 heartbeat IPC: 0.90655 cumulative IPC: 0.72647 (Simulation time: 0 hr 16 min 37 sec) 
Heartbeat CPU  0 instructions:  417000001 cycles:  472439342 heartbeat IPC: 0.89722 cumulative IPC: 0.72690 (Simulation time: 0 hr 16 min 39 sec) 
Heartbeat CPU  0 instructions:  418000001 cycles:  473560202 heartbeat IPC: 0.89217 cumulative IPC: 0.72733 (Simulation time: 0 hr 16 min 41 sec) 
Heartbeat CPU  0 instructions:  419000000 cycles:  474695430 heartbeat IPC: 0.88088 cumulative IPC: 0.72772 (Simulation time: 0 hr 16 min 44 sec) 
Heartbeat CPU  0 instructions:  420000000 cycles:  475809482 heartbeat IPC: 0.89762 cumulative IPC: 0.72816 (Simulation time: 0 hr 16 min 46 sec) 
Heartbeat CPU  0 instructions:  421000003 cycles:  476933685 heartbeat IPC: 0.88952 cumulative IPC: 0.72857 (Simulation time: 0 hr 16 min 48 sec) 
Heartbeat CPU  0 instructions:  422000002 cycles:  478059824 heartbeat IPC: 0.88799 cumulative IPC: 0.72897 (Simulation time: 0 hr 16 min 51 sec) 
Heartbeat CPU  0 instructions:  423000001 cycles:  479189348 heartbeat IPC: 0.88533 cumulative IPC: 0.72937 (Simulation time: 0 hr 16 min 53 sec) 
Heartbeat CPU  0 instructions:  424000000 cycles:  480311834 heartbeat IPC: 0.89088 cumulative IPC: 0.72978 (Simulation time: 0 hr 16 min 55 sec) 
Heartbeat CPU  0 instructions:  425000000 cycles:  481434869 heartbeat IPC: 0.89044 cumulative IPC: 0.73019 (Simulation time: 0 hr 16 min 57 sec) 
Heartbeat CPU  0 instructions:  426000000 cycles:  482573482 heartbeat IPC: 0.87826 cumulative IPC: 0.73056 (Simulation time: 0 hr 17 min 0 sec) 
Heartbeat CPU  0 instructions:  427000003 cycles:  483690111 heartbeat IPC: 0.89556 cumulative IPC: 0.73098 (Simulation time: 0 hr 17 min 2 sec) 
Heartbeat CPU  0 instructions:  428000000 cycles:  484820336 heartbeat IPC: 0.88478 cumulative IPC: 0.73136 (Simulation time: 0 hr 17 min 4 sec) 
Heartbeat CPU  0 instructions:  429000001 cycles:  485944353 heartbeat IPC: 0.88967 cumulative IPC: 0.73176 (Simulation time: 0 hr 17 min 6 sec) 
Heartbeat CPU  0 instructions:  430000002 cycles:  487067640 heartbeat IPC: 0.89025 cumulative IPC: 0.73215 (Simulation time: 0 hr 17 min 9 sec) 
Heartbeat CPU  0 instructions:  431000000 cycles:  488184715 heartbeat IPC: 0.89519 cumulative IPC: 0.73256 (Simulation time: 0 hr 17 min 11 sec) 
Heartbeat CPU  0 instructions:  432000000 cycles:  489306858 heartbeat IPC: 0.89115 cumulative IPC: 0.73295 (Simulation time: 0 hr 17 min 13 sec) 
Heartbeat CPU  0 instructions:  433000000 cycles:  490448221 heartbeat IPC: 0.87615 cumulative IPC: 0.73331 (Simulation time: 0 hr 17 min 16 sec) 
Heartbeat CPU  0 instructions:  434000003 cycles:  491581954 heartbeat IPC: 0.88204 cumulative IPC: 0.73368 (Simulation time: 0 hr 17 min 18 sec) 
Heartbeat CPU  0 instructions:  435000003 cycles:  492700556 heartbeat IPC: 0.89397 cumulative IPC: 0.73407 (Simulation time: 0 hr 17 min 20 sec) 
Heartbeat CPU  0 instructions:  436000000 cycles:  493812577 heartbeat IPC: 0.89926 cumulative IPC: 0.73447 (Simulation time: 0 hr 17 min 22 sec) 
Heartbeat CPU  0 instructions:  437000003 cycles:  494934034 heartbeat IPC: 0.89170 cumulative IPC: 0.73486 (Simulation time: 0 hr 17 min 25 sec) 
Heartbeat CPU  0 instructions:  438000003 cycles:  496073146 heartbeat IPC: 0.87788 cumulative IPC: 0.73521 (Simulation time: 0 hr 17 min 27 sec) 
Heartbeat CPU  0 instructions:  439000002 cycles:  497183183 heartbeat IPC: 0.90087 cumulative IPC: 0.73561 (Simulation time: 0 hr 17 min 29 sec) 
Heartbeat CPU  0 instructions:  440000000 cycles:  498308600 heartbeat IPC: 0.88856 cumulative IPC: 0.73599 (Simulation time: 0 hr 17 min 32 sec) 
Heartbeat CPU  0 instructions:  441000001 cycles:  499439489 heartbeat IPC: 0.88426 cumulative IPC: 0.73635 (Simulation time: 0 hr 17 min 34 sec) 
Heartbeat CPU  0 instructions:  442000000 cycles:  500574094 heartbeat IPC: 0.88136 cumulative IPC: 0.73670 (Simulation time: 0 hr 17 min 36 sec) 
Heartbeat CPU  0 instructions:  443000002 cycles:  501695219 heartbeat IPC: 0.89196 cumulative IPC: 0.73708 (Simulation time: 0 hr 17 min 38 sec) 
Heartbeat CPU  0 instructions:  444000000 cycles:  502825708 heartbeat IPC: 0.88457 cumulative IPC: 0.73743 (Simulation time: 0 hr 17 min 41 sec) 
Heartbeat CPU  0 instructions:  445000000 cycles:  503938544 heartbeat IPC: 0.89860 cumulative IPC: 0.73782 (Simulation time: 0 hr 17 min 43 sec) 
Heartbeat CPU  0 instructions:  446000003 cycles:  505062741 heartbeat IPC: 0.88953 cumulative IPC: 0.73818 (Simulation time: 0 hr 17 min 45 sec) 
Heartbeat CPU  0 instructions:  447000000 cycles:  506186270 heartbeat IPC: 0.89005 cumulative IPC: 0.73854 (Simulation time: 0 hr 17 min 47 sec) 
Heartbeat CPU  0 instructions:  448000000 cycles:  507317720 heartbeat IPC: 0.88382 cumulative IPC: 0.73889 (Simulation time: 0 hr 17 min 50 sec) 
Heartbeat CPU  0 instructions:  449000001 cycles:  508435273 heartbeat IPC: 0.89481 cumulative IPC: 0.73926 (Simulation time: 0 hr 17 min 52 sec) 
Heartbeat CPU  0 instructions:  450000002 cycles:  509555613 heartbeat IPC: 0.89259 cumulative IPC: 0.73962 (Simulation time: 0 hr 17 min 54 sec) 
Heartbeat CPU  0 instructions:  451000001 cycles:  510682358 heartbeat IPC: 0.88751 cumulative IPC: 0.73998 (Simulation time: 0 hr 17 min 57 sec) 
Heartbeat CPU  0 instructions:  452000000 cycles:  511808755 heartbeat IPC: 0.88779 cumulative IPC: 0.74033 (Simulation time: 0 hr 17 min 59 sec) 
Heartbeat CPU  0 instructions:  453000000 cycles:  512934313 heartbeat IPC: 0.88845 cumulative IPC: 0.74068 (Simulation time: 0 hr 18 min 1 sec) 
Heartbeat CPU  0 instructions:  454000001 cycles:  514061168 heartbeat IPC: 0.88743 cumulative IPC: 0.74102 (Simulation time: 0 hr 18 min 3 sec) 
Heartbeat CPU  0 instructions:  455000003 cycles:  515184281 heartbeat IPC: 0.89038 cumulative IPC: 0.74137 (Simulation time: 0 hr 18 min 6 sec) 
Heartbeat CPU  0 instructions:  456000000 cycles:  516306276 heartbeat IPC: 0.89127 cumulative IPC: 0.74172 (Simulation time: 0 hr 18 min 8 sec) 
Heartbeat CPU  0 instructions:  457000002 cycles:  517432845 heartbeat IPC: 0.88765 cumulative IPC: 0.74206 (Simulation time: 0 hr 18 min 10 sec) 
Heartbeat CPU  0 instructions:  458000001 cycles:  518554869 heartbeat IPC: 0.89125 cumulative IPC: 0.74241 (Simulation time: 0 hr 18 min 13 sec) 
Heartbeat CPU  0 instructions:  459000000 cycles:  519686626 heartbeat IPC: 0.88358 cumulative IPC: 0.74274 (Simulation time: 0 hr 18 min 15 sec) 
Heartbeat CPU  0 instructions:  460000000 cycles:  520816929 heartbeat IPC: 0.88472 cumulative IPC: 0.74307 (Simulation time: 0 hr 18 min 17 sec) 
Heartbeat CPU  0 instructions:  461000003 cycles:  521928578 heartbeat IPC: 0.89957 cumulative IPC: 0.74343 (Simulation time: 0 hr 18 min 19 sec) 
Heartbeat CPU  0 instructions:  462000003 cycles:  523054008 heartbeat IPC: 0.88855 cumulative IPC: 0.74377 (Simulation time: 0 hr 18 min 22 sec) 
Heartbeat CPU  0 instructions:  463000002 cycles:  524179487 heartbeat IPC: 0.88851 cumulative IPC: 0.74410 (Simulation time: 0 hr 18 min 24 sec) 
Heartbeat CPU  0 instructions:  464000000 cycles:  525300813 heartbeat IPC: 0.89180 cumulative IPC: 0.74444 (Simulation time: 0 hr 18 min 26 sec) 
Heartbeat CPU  0 instructions:  465000001 cycles:  526423189 heartbeat IPC: 0.89097 cumulative IPC: 0.74478 (Simulation time: 0 hr 18 min 28 sec) 
Heartbeat CPU  0 instructions:  466000000 cycles:  527906850 heartbeat IPC: 0.67401 cumulative IPC: 0.74456 (Simulation time: 0 hr 18 min 31 sec) 
Heartbeat CPU  0 instructions:  467000000 cycles:  529584482 heartbeat IPC: 0.59608 cumulative IPC: 0.74406 (Simulation time: 0 hr 18 min 35 sec) 
Heartbeat CPU  0 instructions:  468000000 cycles:  531453276 heartbeat IPC: 0.53510 cumulative IPC: 0.74327 (Simulation time: 0 hr 18 min 38 sec) 
Heartbeat CPU  0 instructions:  469000000 cycles:  532734061 heartbeat IPC: 0.78077 cumulative IPC: 0.74337 (Simulation time: 0 hr 18 min 40 sec) 
Heartbeat CPU  0 instructions:  470000001 cycles:  533995609 heartbeat IPC: 0.79268 cumulative IPC: 0.74349 (Simulation time: 0 hr 18 min 43 sec) 
Heartbeat CPU  0 instructions:  471000001 cycles:  535242518 heartbeat IPC: 0.80198 cumulative IPC: 0.74364 (Simulation time: 0 hr 18 min 46 sec) 
Heartbeat CPU  0 instructions:  472000000 cycles:  536492354 heartbeat IPC: 0.80010 cumulative IPC: 0.74378 (Simulation time: 0 hr 18 min 48 sec) 
Heartbeat CPU  0 instructions:  473000001 cycles:  537731200 heartbeat IPC: 0.80720 cumulative IPC: 0.74393 (Simulation time: 0 hr 18 min 51 sec) 
Heartbeat CPU  0 instructions:  474000000 cycles:  538955267 heartbeat IPC: 0.81695 cumulative IPC: 0.74411 (Simulation time: 0 hr 18 min 53 sec) 
Heartbeat CPU  0 instructions:  475000000 cycles:  540158993 heartbeat IPC: 0.83075 cumulative IPC: 0.74432 (Simulation time: 0 hr 18 min 56 sec) 
Heartbeat CPU  0 instructions:  476000000 cycles:  541364292 heartbeat IPC: 0.82967 cumulative IPC: 0.74452 (Simulation time: 0 hr 18 min 58 sec) 
Heartbeat CPU  0 instructions:  477000000 cycles:  542567728 heartbeat IPC: 0.83095 cumulative IPC: 0.74473 (Simulation time: 0 hr 19 min 1 sec) 
Heartbeat CPU  0 instructions:  478000001 cycles:  543762914 heartbeat IPC: 0.83669 cumulative IPC: 0.74494 (Simulation time: 0 hr 19 min 3 sec) 
Heartbeat CPU  0 instructions:  479000003 cycles:  544949539 heartbeat IPC: 0.84273 cumulative IPC: 0.74517 (Simulation time: 0 hr 19 min 6 sec) 
