*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 21 2024 21:50:18
*************************************************
parsing config file: /home/shichen/os/compile-time-prefetcher-classification/ChampSim/config/spp_dev2.ini

trace_0 /home/shichen/os/compile-time-prefetcher-classification/ChampSim/traces/462.libquantum-1343B.champsimtrace.xz
Heartbeat CPU  0 instructions:  314000003 cycles:  411829676 heartbeat IPC: 0.45258 cumulative IPC: 0.61253 (Simulation time: 0 hr 11 min 26 sec) 
Heartbeat CPU  0 instructions:  315000003 cycles:  414035610 heartbeat IPC: 0.45332 cumulative IPC: 0.61153 (Simulation time: 0 hr 11 min 30 sec) 
Heartbeat CPU  0 instructions:  316000000 cycles:  416235710 heartbeat IPC: 0.45452 cumulative IPC: 0.61055 (Simulation time: 0 hr 11 min 34 sec) 
Heartbeat CPU  0 instructions:  317000003 cycles:  418435021 heartbeat IPC: 0.45469 cumulative IPC: 0.60959 (Simulation time: 0 hr 11 min 37 sec) 
Heartbeat CPU  0 instructions:  318000003 cycles:  420635223 heartbeat IPC: 0.45450 cumulative IPC: 0.60864 (Simulation time: 0 hr 11 min 41 sec) 
Heartbeat CPU  0 instructions:  319000003 cycles:  422836245 heartbeat IPC: 0.45433 cumulative IPC: 0.60770 (Simulation time: 0 hr 11 min 45 sec) 
Heartbeat CPU  0 instructions:  320000000 cycles:  425033924 heartbeat IPC: 0.45502 cumulative IPC: 0.60677 (Simulation time: 0 hr 11 min 49 sec) 
Heartbeat CPU  0 instructions:  321000003 cycles:  427234403 heartbeat IPC: 0.45445 cumulative IPC: 0.60585 (Simulation time: 0 hr 11 min 53 sec) 
Heartbeat CPU  0 instructions:  322000003 cycles:  429441756 heartbeat IPC: 0.45303 cumulative IPC: 0.60493 (Simulation time: 0 hr 11 min 56 sec) 
Heartbeat CPU  0 instructions:  323000003 cycles:  431649113 heartbeat IPC: 0.45303 cumulative IPC: 0.60402 (Simulation time: 0 hr 12 min 0 sec) 
Heartbeat CPU  0 instructions:  324000000 cycles:  433855139 heartbeat IPC: 0.45330 cumulative IPC: 0.60313 (Simulation time: 0 hr 12 min 4 sec) 
Heartbeat CPU  0 instructions:  325000002 cycles:  435918119 heartbeat IPC: 0.48474 cumulative IPC: 0.60247 (Simulation time: 0 hr 12 min 7 sec) 
Heartbeat CPU  0 instructions:  326000001 cycles:  437733866 heartbeat IPC: 0.55074 cumulative IPC: 0.60222 (Simulation time: 0 hr 12 min 10 sec) 
Heartbeat CPU  0 instructions:  327000000 cycles:  439406272 heartbeat IPC: 0.59794 cumulative IPC: 0.60221 (Simulation time: 0 hr 12 min 12 sec) 
Heartbeat CPU  0 instructions:  328000000 cycles:  441075275 heartbeat IPC: 0.59916 cumulative IPC: 0.60219 (Simulation time: 0 hr 12 min 15 sec) 
Heartbeat CPU  0 instructions:  329000001 cycles:  442723773 heartbeat IPC: 0.60661 cumulative IPC: 0.60221 (Simulation time: 0 hr 12 min 17 sec) 
Heartbeat CPU  0 instructions:  330000001 cycles:  444382034 heartbeat IPC: 0.60304 cumulative IPC: 0.60221 (Simulation time: 0 hr 12 min 20 sec) 
Heartbeat CPU  0 instructions:  331000001 cycles:  446028629 heartbeat IPC: 0.60731 cumulative IPC: 0.60224 (Simulation time: 0 hr 12 min 22 sec) 
Heartbeat CPU  0 instructions:  332000000 cycles:  447654490 heartbeat IPC: 0.61506 cumulative IPC: 0.60229 (Simulation time: 0 hr 12 min 24 sec) 
Heartbeat CPU  0 instructions:  333000000 cycles:  449285615 heartbeat IPC: 0.61307 cumulative IPC: 0.60234 (Simulation time: 0 hr 12 min 27 sec) 
Heartbeat CPU  0 instructions:  334000000 cycles:  450956433 heartbeat IPC: 0.59851 cumulative IPC: 0.60232 (Simulation time: 0 hr 12 min 29 sec) 
Heartbeat CPU  0 instructions:  335000003 cycles:  452604675 heartbeat IPC: 0.60671 cumulative IPC: 0.60234 (Simulation time: 0 hr 12 min 32 sec) 
Heartbeat CPU  0 instructions:  336000000 cycles:  454228509 heartbeat IPC: 0.61582 cumulative IPC: 0.60239 (Simulation time: 0 hr 12 min 34 sec) 
Heartbeat CPU  0 instructions:  337000003 cycles:  455891867 heartbeat IPC: 0.60120 cumulative IPC: 0.60239 (Simulation time: 0 hr 12 min 36 sec) 
Heartbeat CPU  0 instructions:  338000001 cycles:  457585956 heartbeat IPC: 0.59029 cumulative IPC: 0.60234 (Simulation time: 0 hr 12 min 39 sec) 
Heartbeat CPU  0 instructions:  339000000 cycles:  459282750 heartbeat IPC: 0.58935 cumulative IPC: 0.60228 (Simulation time: 0 hr 12 min 41 sec) 
Heartbeat CPU  0 instructions:  340000000 cycles:  460959972 heartbeat IPC: 0.59622 cumulative IPC: 0.60226 (Simulation time: 0 hr 12 min 44 sec) 
Heartbeat CPU  0 instructions:  341000002 cycles:  462611224 heartbeat IPC: 0.60560 cumulative IPC: 0.60227 (Simulation time: 0 hr 12 min 46 sec) 
Heartbeat CPU  0 instructions:  342000001 cycles:  464286002 heartbeat IPC: 0.59709 cumulative IPC: 0.60225 (Simulation time: 0 hr 12 min 49 sec) 
Heartbeat CPU  0 instructions:  343000001 cycles:  465926958 heartbeat IPC: 0.60940 cumulative IPC: 0.60228 (Simulation time: 0 hr 12 min 51 sec) 
Heartbeat CPU  0 instructions:  344000000 cycles:  467517918 heartbeat IPC: 0.62855 cumulative IPC: 0.60238 (Simulation time: 0 hr 12 min 53 sec) 
Heartbeat CPU  0 instructions:  345000002 cycles:  468881868 heartbeat IPC: 0.73317 cumulative IPC: 0.60282 (Simulation time: 0 hr 12 min 56 sec) 
Heartbeat CPU  0 instructions:  346000002 cycles:  470242817 heartbeat IPC: 0.73478 cumulative IPC: 0.60326 (Simulation time: 0 hr 12 min 58 sec) 
Heartbeat CPU  0 instructions:  347000002 cycles:  471593332 heartbeat IPC: 0.74046 cumulative IPC: 0.60371 (Simulation time: 0 hr 13 min 0 sec) 
Heartbeat CPU  0 instructions:  348000000 cycles:  472941119 heartbeat IPC: 0.74196 cumulative IPC: 0.60417 (Simulation time: 0 hr 13 min 3 sec) 
Heartbeat CPU  0 instructions:  349000002 cycles:  474286954 heartbeat IPC: 0.74303 cumulative IPC: 0.60462 (Simulation time: 0 hr 13 min 5 sec) 
Heartbeat CPU  0 instructions:  350000002 cycles:  475631922 heartbeat IPC: 0.74351 cumulative IPC: 0.60507 (Simulation time: 0 hr 13 min 7 sec) 
Heartbeat CPU  0 instructions:  351000002 cycles:  476957912 heartbeat IPC: 0.75415 cumulative IPC: 0.60555 (Simulation time: 0 hr 13 min 10 sec) 
Heartbeat CPU  0 instructions:  352000000 cycles:  478300601 heartbeat IPC: 0.74477 cumulative IPC: 0.60600 (Simulation time: 0 hr 13 min 12 sec) 
Heartbeat CPU  0 instructions:  353000001 cycles:  479627003 heartbeat IPC: 0.75392 cumulative IPC: 0.60647 (Simulation time: 0 hr 13 min 14 sec) 
Heartbeat CPU  0 instructions:  354000000 cycles:  480966451 heartbeat IPC: 0.74658 cumulative IPC: 0.60692 (Simulation time: 0 hr 13 min 17 sec) 
Heartbeat CPU  0 instructions:  355000003 cycles:  482320370 heartbeat IPC: 0.73860 cumulative IPC: 0.60734 (Simulation time: 0 hr 13 min 19 sec) 
Heartbeat CPU  0 instructions:  356000000 cycles:  483653271 heartbeat IPC: 0.75024 cumulative IPC: 0.60779 (Simulation time: 0 hr 13 min 21 sec) 
Heartbeat CPU  0 instructions:  357000001 cycles:  484999036 heartbeat IPC: 0.74307 cumulative IPC: 0.60823 (Simulation time: 0 hr 13 min 23 sec) 
Heartbeat CPU  0 instructions:  358000000 cycles:  486324974 heartbeat IPC: 0.75418 cumulative IPC: 0.60868 (Simulation time: 0 hr 13 min 26 sec) 
Heartbeat CPU  0 instructions:  359000003 cycles:  487680300 heartbeat IPC: 0.73783 cumulative IPC: 0.60909 (Simulation time: 0 hr 13 min 28 sec) 
Heartbeat CPU  0 instructions:  360000000 cycles:  489044869 heartbeat IPC: 0.73283 cumulative IPC: 0.60949 (Simulation time: 0 hr 13 min 30 sec) 
Heartbeat CPU  0 instructions:  361000001 cycles:  490404343 heartbeat IPC: 0.73558 cumulative IPC: 0.60989 (Simulation time: 0 hr 13 min 33 sec) 
Heartbeat CPU  0 instructions:  362000000 cycles:  491779616 heartbeat IPC: 0.72713 cumulative IPC: 0.61027 (Simulation time: 0 hr 13 min 35 sec) 
Heartbeat CPU  0 instructions:  363000002 cycles:  493126210 heartbeat IPC: 0.74262 cumulative IPC: 0.61068 (Simulation time: 0 hr 13 min 38 sec) 
Heartbeat CPU  0 instructions:  364000000 cycles:  494467197 heartbeat IPC: 0.74572 cumulative IPC: 0.61110 (Simulation time: 0 hr 13 min 40 sec) 
Heartbeat CPU  0 instructions:  365000000 cycles:  495827400 heartbeat IPC: 0.73518 cumulative IPC: 0.61149 (Simulation time: 0 hr 13 min 42 sec) 
Heartbeat CPU  0 instructions:  366000003 cycles:  497161695 heartbeat IPC: 0.74946 cumulative IPC: 0.61191 (Simulation time: 0 hr 13 min 45 sec) 
Heartbeat CPU  0 instructions:  367000002 cycles:  498511926 heartbeat IPC: 0.74061 cumulative IPC: 0.61231 (Simulation time: 0 hr 13 min 47 sec) 
Heartbeat CPU  0 instructions:  368000000 cycles:  500010225 heartbeat IPC: 0.66742 cumulative IPC: 0.61250 (Simulation time: 0 hr 13 min 50 sec) 
Heartbeat CPU  0 instructions:  369000002 cycles:  502074354 heartbeat IPC: 0.48447 cumulative IPC: 0.61190 (Simulation time: 0 hr 13 min 53 sec) 
Heartbeat CPU  0 instructions:  370000002 cycles:  504289707 heartbeat IPC: 0.45140 cumulative IPC: 0.61109 (Simulation time: 0 hr 13 min 57 sec) 
Heartbeat CPU  0 instructions:  371000002 cycles:  506514569 heartbeat IPC: 0.44947 cumulative IPC: 0.61028 (Simulation time: 0 hr 14 min 1 sec) 
Heartbeat CPU  0 instructions:  372000000 cycles:  508733515 heartbeat IPC: 0.45066 cumulative IPC: 0.60949 (Simulation time: 0 hr 14 min 4 sec) 
Heartbeat CPU  0 instructions:  373000002 cycles:  510948327 heartbeat IPC: 0.45151 cumulative IPC: 0.60871 (Simulation time: 0 hr 14 min 8 sec) 
Heartbeat CPU  0 instructions:  374000002 cycles:  513162436 heartbeat IPC: 0.45165 cumulative IPC: 0.60794 (Simulation time: 0 hr 14 min 12 sec) 
Heartbeat CPU  0 instructions:  375000002 cycles:  515373676 heartbeat IPC: 0.45223 cumulative IPC: 0.60718 (Simulation time: 0 hr 14 min 16 sec) 
Heartbeat CPU  0 instructions:  376000000 cycles:  517588251 heartbeat IPC: 0.45155 cumulative IPC: 0.60642 (Simulation time: 0 hr 14 min 19 sec) 
Heartbeat CPU  0 instructions:  377000002 cycles:  519798283 heartbeat IPC: 0.45248 cumulative IPC: 0.60568 (Simulation time: 0 hr 14 min 23 sec) 
Heartbeat CPU  0 instructions:  378000002 cycles:  522010621 heartbeat IPC: 0.45201 cumulative IPC: 0.60494 (Simulation time: 0 hr 14 min 27 sec) 
Heartbeat CPU  0 instructions:  379000002 cycles:  524220609 heartbeat IPC: 0.45249 cumulative IPC: 0.60421 (Simulation time: 0 hr 14 min 31 sec) 
Heartbeat CPU  0 instructions:  380000000 cycles:  526436188 heartbeat IPC: 0.45135 cumulative IPC: 0.60348 (Simulation time: 0 hr 14 min 35 sec) 
Heartbeat CPU  0 instructions:  381000002 cycles:  528647553 heartbeat IPC: 0.45221 cumulative IPC: 0.60276 (Simulation time: 0 hr 14 min 39 sec) 
Heartbeat CPU  0 instructions:  382000003 cycles:  530901860 heartbeat IPC: 0.44360 cumulative IPC: 0.60199 (Simulation time: 0 hr 14 min 42 sec) 
Heartbeat CPU  0 instructions:  383000002 cycles:  533225176 heartbeat IPC: 0.43042 cumulative IPC: 0.60115 (Simulation time: 0 hr 14 min 45 sec) 
Heartbeat CPU  0 instructions:  384000000 cycles:  535372065 heartbeat IPC: 0.46579 cumulative IPC: 0.60053 (Simulation time: 0 hr 14 min 48 sec) 
Heartbeat CPU  0 instructions:  385000001 cycles:  537525911 heartbeat IPC: 0.46429 cumulative IPC: 0.59991 (Simulation time: 0 hr 14 min 50 sec) 
Heartbeat CPU  0 instructions:  386000001 cycles:  539678222 heartbeat IPC: 0.46462 cumulative IPC: 0.59930 (Simulation time: 0 hr 14 min 53 sec) 
Heartbeat CPU  0 instructions:  387000000 cycles:  541811897 heartbeat IPC: 0.46867 cumulative IPC: 0.59872 (Simulation time: 0 hr 14 min 55 sec) 
Heartbeat CPU  0 instructions:  388000000 cycles:  543910968 heartbeat IPC: 0.47640 cumulative IPC: 0.59819 (Simulation time: 0 hr 14 min 57 sec) 
Heartbeat CPU  0 instructions:  389000000 cycles:  546051769 heartbeat IPC: 0.46711 cumulative IPC: 0.59761 (Simulation time: 0 hr 15 min 0 sec) 
Heartbeat CPU  0 instructions:  390000003 cycles:  548116581 heartbeat IPC: 0.48431 cumulative IPC: 0.59713 (Simulation time: 0 hr 15 min 2 sec) 
Heartbeat CPU  0 instructions:  391000003 cycles:  550276660 heartbeat IPC: 0.46295 cumulative IPC: 0.59653 (Simulation time: 0 hr 15 min 5 sec) 
Heartbeat CPU  0 instructions:  392000000 cycles:  552405790 heartbeat IPC: 0.46967 cumulative IPC: 0.59598 (Simulation time: 0 hr 15 min 7 sec) 
Heartbeat CPU  0 instructions:  393000002 cycles:  554528334 heartbeat IPC: 0.47113 cumulative IPC: 0.59544 (Simulation time: 0 hr 15 min 10 sec) 
Heartbeat CPU  0 instructions:  394000000 cycles:  556622171 heartbeat IPC: 0.47759 cumulative IPC: 0.59494 (Simulation time: 0 hr 15 min 12 sec) 
Heartbeat CPU  0 instructions:  395000002 cycles:  558811957 heartbeat IPC: 0.45667 cumulative IPC: 0.59433 (Simulation time: 0 hr 15 min 15 sec) 
Heartbeat CPU  0 instructions:  396000000 cycles:  561003042 heartbeat IPC: 0.45639 cumulative IPC: 0.59373 (Simulation time: 0 hr 15 min 17 sec) 
Heartbeat CPU  0 instructions:  397000003 cycles:  563208670 heartbeat IPC: 0.45339 cumulative IPC: 0.59311 (Simulation time: 0 hr 15 min 20 sec) 
Heartbeat CPU  0 instructions:  398000000 cycles:  565349512 heartbeat IPC: 0.46710 cumulative IPC: 0.59257 (Simulation time: 0 hr 15 min 22 sec) 
Heartbeat CPU  0 instructions:  399000002 cycles:  567476973 heartbeat IPC: 0.47004 cumulative IPC: 0.59206 (Simulation time: 0 hr 15 min 25 sec) 
Heartbeat CPU  0 instructions:  400000000 cycles:  569616938 heartbeat IPC: 0.46730 cumulative IPC: 0.59153 (Simulation time: 0 hr 15 min 27 sec) 
Heartbeat CPU  0 instructions:  401000000 cycles:  571749628 heartbeat IPC: 0.46889 cumulative IPC: 0.59102 (Simulation time: 0 hr 15 min 30 sec) 
Heartbeat CPU  0 instructions:  402000003 cycles:  573366839 heartbeat IPC: 0.61835 cumulative IPC: 0.59110 (Simulation time: 0 hr 15 min 32 sec) 
Heartbeat CPU  0 instructions:  403000002 cycles:  574612461 heartbeat IPC: 0.80281 cumulative IPC: 0.59162 (Simulation time: 0 hr 15 min 35 sec) 
Heartbeat CPU  0 instructions:  404000000 cycles:  575793806 heartbeat IPC: 0.84649 cumulative IPC: 0.59221 (Simulation time: 0 hr 15 min 37 sec) 
Heartbeat CPU  0 instructions:  405000000 cycles:  576972890 heartbeat IPC: 0.84812 cumulative IPC: 0.59279 (Simulation time: 0 hr 15 min 39 sec) 
Heartbeat CPU  0 instructions:  406000002 cycles:  578125885 heartbeat IPC: 0.86731 cumulative IPC: 0.59341 (Simulation time: 0 hr 15 min 42 sec) 
Heartbeat CPU  0 instructions:  407000003 cycles:  579265318 heartbeat IPC: 0.87763 cumulative IPC: 0.59403 (Simulation time: 0 hr 15 min 44 sec) 
Heartbeat CPU  0 instructions:  408000000 cycles:  580413689 heartbeat IPC: 0.87080 cumulative IPC: 0.59465 (Simulation time: 0 hr 15 min 46 sec) 
Heartbeat CPU  0 instructions:  409000001 cycles:  581549004 heartbeat IPC: 0.88081 cumulative IPC: 0.59527 (Simulation time: 0 hr 15 min 49 sec) 
Heartbeat CPU  0 instructions:  410000000 cycles:  582694286 heartbeat IPC: 0.87315 cumulative IPC: 0.59588 (Simulation time: 0 hr 15 min 51 sec) 
Heartbeat CPU  0 instructions:  411000002 cycles:  583820799 heartbeat IPC: 0.88770 cumulative IPC: 0.59651 (Simulation time: 0 hr 15 min 54 sec) 
Heartbeat CPU  0 instructions:  412000000 cycles:  584969994 heartbeat IPC: 0.87017 cumulative IPC: 0.59712 (Simulation time: 0 hr 15 min 56 sec) 
Heartbeat CPU  0 instructions:  413000002 cycles:  586123096 heartbeat IPC: 0.86723 cumulative IPC: 0.59771 (Simulation time: 0 hr 15 min 58 sec) 
Heartbeat CPU  0 instructions:  414000001 cycles:  587259699 heartbeat IPC: 0.87981 cumulative IPC: 0.59832 (Simulation time: 0 hr 16 min 1 sec) 
Heartbeat CPU  0 instructions:  415000003 cycles:  588400226 heartbeat IPC: 0.87679 cumulative IPC: 0.59893 (Simulation time: 0 hr 16 min 3 sec) 
Heartbeat CPU  0 instructions:  416000000 cycles:  589539274 heartbeat IPC: 0.87792 cumulative IPC: 0.59953 (Simulation time: 0 hr 16 min 5 sec) 
Heartbeat CPU  0 instructions:  417000003 cycles:  590699226 heartbeat IPC: 0.86211 cumulative IPC: 0.60010 (Simulation time: 0 hr 16 min 8 sec) 
Heartbeat CPU  0 instructions:  418000000 cycles:  591863931 heartbeat IPC: 0.85858 cumulative IPC: 0.60067 (Simulation time: 0 hr 16 min 10 sec) 
Heartbeat CPU  0 instructions:  419000000 cycles:  593023662 heartbeat IPC: 0.86227 cumulative IPC: 0.60125 (Simulation time: 0 hr 16 min 12 sec) 
Heartbeat CPU  0 instructions:  420000000 cycles:  594183943 heartbeat IPC: 0.86186 cumulative IPC: 0.60181 (Simulation time: 0 hr 16 min 15 sec) 
Heartbeat CPU  0 instructions:  421000003 cycles:  595331403 heartbeat IPC: 0.87149 cumulative IPC: 0.60239 (Simulation time: 0 hr 16 min 17 sec) 
Heartbeat CPU  0 instructions:  422000000 cycles:  596482495 heartbeat IPC: 0.86874 cumulative IPC: 0.60297 (Simulation time: 0 hr 16 min 19 sec) 
Heartbeat CPU  0 instructions:  423000000 cycles:  597625064 heartbeat IPC: 0.87522 cumulative IPC: 0.60355 (Simulation time: 0 hr 16 min 22 sec) 
Heartbeat CPU  0 instructions:  424000000 cycles:  598768282 heartbeat IPC: 0.87472 cumulative IPC: 0.60413 (Simulation time: 0 hr 16 min 24 sec) 
Heartbeat CPU  0 instructions:  425000000 cycles:  599989075 heartbeat IPC: 0.81914 cumulative IPC: 0.60462 (Simulation time: 0 hr 16 min 27 sec) 
Heartbeat CPU  0 instructions:  426000000 cycles:  601330316 heartbeat IPC: 0.74558 cumulative IPC: 0.60497 (Simulation time: 0 hr 16 min 29 sec) 
Heartbeat CPU  0 instructions:  427000002 cycles:  602672757 heartbeat IPC: 0.74491 cumulative IPC: 0.60532 (Simulation time: 0 hr 16 min 31 sec) 
Heartbeat CPU  0 instructions:  428000000 cycles:  604021698 heartbeat IPC: 0.74132 cumulative IPC: 0.60565 (Simulation time: 0 hr 16 min 34 sec) 
Heartbeat CPU  0 instructions:  429000000 cycles:  605365938 heartbeat IPC: 0.74391 cumulative IPC: 0.60600 (Simulation time: 0 hr 16 min 36 sec) 
Heartbeat CPU  0 instructions:  430000000 cycles:  606704097 heartbeat IPC: 0.74730 cumulative IPC: 0.60634 (Simulation time: 0 hr 16 min 38 sec) 
Heartbeat CPU  0 instructions:  431000001 cycles:  608043006 heartbeat IPC: 0.74688 cumulative IPC: 0.60669 (Simulation time: 0 hr 16 min 41 sec) 
Heartbeat CPU  0 instructions:  432000000 cycles:  609365834 heartbeat IPC: 0.75596 cumulative IPC: 0.60705 (Simulation time: 0 hr 16 min 43 sec) 
Heartbeat CPU  0 instructions:  433000000 cycles:  610705350 heartbeat IPC: 0.74654 cumulative IPC: 0.60739 (Simulation time: 0 hr 16 min 45 sec) 
Heartbeat CPU  0 instructions:  434000000 cycles:  612018028 heartbeat IPC: 0.76180 cumulative IPC: 0.60776 (Simulation time: 0 hr 16 min 48 sec) 
Heartbeat CPU  0 instructions:  435000000 cycles:  613359777 heartbeat IPC: 0.74530 cumulative IPC: 0.60809 (Simulation time: 0 hr 16 min 50 sec) 
Heartbeat CPU  0 instructions:  436000000 cycles:  614708458 heartbeat IPC: 0.74147 cumulative IPC: 0.60842 (Simulation time: 0 hr 16 min 52 sec) 
Heartbeat CPU  0 instructions:  437000002 cycles:  616037797 heartbeat IPC: 0.75226 cumulative IPC: 0.60877 (Simulation time: 0 hr 16 min 55 sec) 
Heartbeat CPU  0 instructions:  438000001 cycles:  617378330 heartbeat IPC: 0.74597 cumulative IPC: 0.60910 (Simulation time: 0 hr 16 min 57 sec) 
Heartbeat CPU  0 instructions:  439000000 cycles:  618701936 heartbeat IPC: 0.75551 cumulative IPC: 0.60945 (Simulation time: 0 hr 16 min 59 sec) 
Heartbeat CPU  0 instructions:  440000000 cycles:  620056224 heartbeat IPC: 0.73840 cumulative IPC: 0.60976 (Simulation time: 0 hr 17 min 2 sec) 
Heartbeat CPU  0 instructions:  441000001 cycles:  621419112 heartbeat IPC: 0.73374 cumulative IPC: 0.61006 (Simulation time: 0 hr 17 min 4 sec) 
Heartbeat CPU  0 instructions:  442000000 cycles:  622779457 heartbeat IPC: 0.73511 cumulative IPC: 0.61036 (Simulation time: 0 hr 17 min 6 sec) 
Heartbeat CPU  0 instructions:  443000003 cycles:  624149980 heartbeat IPC: 0.72965 cumulative IPC: 0.61066 (Simulation time: 0 hr 17 min 9 sec) 
Heartbeat CPU  0 instructions:  444000000 cycles:  625490897 heartbeat IPC: 0.74576 cumulative IPC: 0.61098 (Simulation time: 0 hr 17 min 11 sec) 
Heartbeat CPU  0 instructions:  445000001 cycles:  626823821 heartbeat IPC: 0.75023 cumulative IPC: 0.61131 (Simulation time: 0 hr 17 min 13 sec) 
Heartbeat CPU  0 instructions:  446000000 cycles:  628178475 heartbeat IPC: 0.73820 cumulative IPC: 0.61161 (Simulation time: 0 hr 17 min 16 sec) 
Heartbeat CPU  0 instructions:  447000003 cycles:  629508291 heartbeat IPC: 0.75199 cumulative IPC: 0.61194 (Simulation time: 0 hr 17 min 18 sec) 
Heartbeat CPU  0 instructions:  448000000 cycles:  630859339 heartbeat IPC: 0.74016 cumulative IPC: 0.61224 (Simulation time: 0 hr 17 min 20 sec) 
Heartbeat CPU  0 instructions:  449000000 cycles:  631980130 heartbeat IPC: 0.89223 cumulative IPC: 0.61279 (Simulation time: 0 hr 17 min 23 sec) 
Heartbeat CPU  0 instructions:  450000000 cycles:  633094484 heartbeat IPC: 0.89738 cumulative IPC: 0.61335 (Simulation time: 0 hr 17 min 25 sec) 
Heartbeat CPU  0 instructions:  451000003 cycles:  634180623 heartbeat IPC: 0.92070 cumulative IPC: 0.61393 (Simulation time: 0 hr 17 min 28 sec) 
Heartbeat CPU  0 instructions:  452000000 cycles:  635272078 heartbeat IPC: 0.91621 cumulative IPC: 0.61451 (Simulation time: 0 hr 17 min 30 sec) 
Heartbeat CPU  0 instructions:  453000001 cycles:  636358436 heartbeat IPC: 0.92051 cumulative IPC: 0.61509 (Simulation time: 0 hr 17 min 32 sec) 
Heartbeat CPU  0 instructions:  454000000 cycles:  637449919 heartbeat IPC: 0.91618 cumulative IPC: 0.61566 (Simulation time: 0 hr 17 min 35 sec) 
Heartbeat CPU  0 instructions:  455000003 cycles:  638533818 heartbeat IPC: 0.92260 cumulative IPC: 0.61624 (Simulation time: 0 hr 17 min 37 sec) 
Heartbeat CPU  0 instructions:  456000000 cycles:  639618385 heartbeat IPC: 0.92202 cumulative IPC: 0.61681 (Simulation time: 0 hr 17 min 39 sec) 
Heartbeat CPU  0 instructions:  457000001 cycles:  640705733 heartbeat IPC: 0.91967 cumulative IPC: 0.61738 (Simulation time: 0 hr 17 min 42 sec) 
Heartbeat CPU  0 instructions:  458000000 cycles:  641790437 heartbeat IPC: 0.92191 cumulative IPC: 0.61795 (Simulation time: 0 hr 17 min 44 sec) 
Heartbeat CPU  0 instructions:  459000002 cycles:  642884388 heartbeat IPC: 0.91412 cumulative IPC: 0.61851 (Simulation time: 0 hr 17 min 46 sec) 
Heartbeat CPU  0 instructions:  460000000 cycles:  643970200 heartbeat IPC: 0.92097 cumulative IPC: 0.61908 (Simulation time: 0 hr 17 min 49 sec) 
Heartbeat CPU  0 instructions:  461000000 cycles:  645062714 heartbeat IPC: 0.91532 cumulative IPC: 0.61963 (Simulation time: 0 hr 17 min 51 sec) 
Heartbeat CPU  0 instructions:  462000002 cycles:  646144273 heartbeat IPC: 0.92459 cumulative IPC: 0.62020 (Simulation time: 0 hr 17 min 53 sec) 
Heartbeat CPU  0 instructions:  463000001 cycles:  647230712 heartbeat IPC: 0.92044 cumulative IPC: 0.62075 (Simulation time: 0 hr 17 min 56 sec) 
Heartbeat CPU  0 instructions:  464000000 cycles:  648330634 heartbeat IPC: 0.90915 cumulative IPC: 0.62130 (Simulation time: 0 hr 17 min 58 sec) 
Heartbeat CPU  0 instructions:  465000003 cycles:  649428033 heartbeat IPC: 0.91125 cumulative IPC: 0.62184 (Simulation time: 0 hr 18 min 0 sec) 
Heartbeat CPU  0 instructions:  466000000 cycles:  650533585 heartbeat IPC: 0.90452 cumulative IPC: 0.62237 (Simulation time: 0 hr 18 min 3 sec) 
Heartbeat CPU  0 instructions:  467000000 cycles:  651627701 heartbeat IPC: 0.91398 cumulative IPC: 0.62291 (Simulation time: 0 hr 18 min 5 sec) 
Heartbeat CPU  0 instructions:  468000000 cycles:  652712793 heartbeat IPC: 0.92158 cumulative IPC: 0.62346 (Simulation time: 0 hr 18 min 7 sec) 
Heartbeat CPU  0 instructions:  469000002 cycles:  653806514 heartbeat IPC: 0.91431 cumulative IPC: 0.62400 (Simulation time: 0 hr 18 min 10 sec) 
Heartbeat CPU  0 instructions:  470000001 cycles:  654893089 heartbeat IPC: 0.92032 cumulative IPC: 0.62454 (Simulation time: 0 hr 18 min 12 sec) 
Heartbeat CPU  0 instructions:  471000003 cycles:  655986547 heartbeat IPC: 0.91453 cumulative IPC: 0.62508 (Simulation time: 0 hr 18 min 14 sec) 
Heartbeat CPU  0 instructions:  472000000 cycles:  657280997 heartbeat IPC: 0.77253 cumulative IPC: 0.62540 (Simulation time: 0 hr 18 min 17 sec) 
Heartbeat CPU  0 instructions:  473000000 cycles:  658605273 heartbeat IPC: 0.75513 cumulative IPC: 0.62568 (Simulation time: 0 hr 18 min 19 sec) 
Heartbeat CPU  0 instructions:  474000001 cycles:  659950382 heartbeat IPC: 0.74343 cumulative IPC: 0.62595 (Simulation time: 0 hr 18 min 21 sec) 
Heartbeat CPU  0 instructions:  475000002 cycles:  661311353 heartbeat IPC: 0.73477 cumulative IPC: 0.62620 (Simulation time: 0 hr 18 min 24 sec) 
Heartbeat CPU  0 instructions:  476000000 cycles:  662654796 heartbeat IPC: 0.74435 cumulative IPC: 0.62646 (Simulation time: 0 hr 18 min 26 sec) 
Heartbeat CPU  0 instructions:  477000000 cycles:  663997084 heartbeat IPC: 0.74500 cumulative IPC: 0.62673 (Simulation time: 0 hr 18 min 28 sec) 
Heartbeat CPU  0 instructions:  478000002 cycles:  665322157 heartbeat IPC: 0.75468 cumulative IPC: 0.62701 (Simulation time: 0 hr 18 min 31 sec) 
Heartbeat CPU  0 instructions:  479000002 cycles:  666648300 heartbeat IPC: 0.75407 cumulative IPC: 0.62729 (Simulation time: 0 hr 18 min 33 sec) 
